id,question,slug,start_date,end_date,volume,liquidity,active,closed,outcomes,outcomePrices,volumeNum,liquidityNum,endDateIso,volume24hr,clobTokenIds,fpmmLive,competitive,approved,spread,oneDayPriceChange,lastTradePrice,bestBid,bestAsk,outcome_1,price_1,outcome_2,price_2,outcome_3,price_3
242070,"Will the price of $ETH be above $2,600 on March 24, 2022?",will-the-price-of-eth-be-above-2600-on-march-24-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999995083732380272825076757541668"", ""0.000000491626761972717492324245833216543""]",28714.91,314.3,2022-03-24,0,"[""17881020602972614352138349126793889269689962479094831795800237580004697247735"", ""7459519979228393512209695535365040929026522799295108826622634417986522086144""]",True,0,True,1,0,0,0,1,Yes,99.99995083732381,No,4.916267619727175e-05,,
242252,"Will the floor price of Bored Apes be over 100 ETH on April 1, 2022?",will-the-floor-price-of-bored-apes-be-over-100-eth-on-april-1-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999999745673541425286636659249884"", ""0.00000002543264585747133633407501164656849""]",50993.53,209.47,2022-04-01,0,"[""2916411226795614104162806986272906216173701934432738620221260866961776011321"", ""52887948501711932090840309463687206548546798439094435094072958606823137952969""]",True,0,True,1,0,0,0,1,Yes,99.99999745673541,No,2.543264585747134e-06,,
242254,Will the floor price of Bored Apes be under 69 ETH on 4/20/2022?,will-the-floor-price-of-bored-apes-be-under-69-eth-on-4202022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000007545172233954035709486451170932094"", ""0.9999992454827766045964290513548829""]",17787.01,200,2022-04-20,0,"[""53113227196458803721639060043116085252021506608088717545853126679645712831201"", ""71022941832508902411740047175631947803812187200990781078425567772454914138708""]",True,0,True,1,0,0,0,1,Yes,7.545172233954036e-05,No,99.99992454827766,,
242353,Will the floor price of Mutant Apes be above 30 ETH on April 26?,will-the-floor-price-of-mutant-apes-be-above-30-eth-on-4262022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999998327212092808217602204833168"", ""0.0000001672787907191782397795166832201741""]",20627.33,50.28,2022-04-26,0,"[""28142488026611842704402966973750941157792743873146746731646690483871229990813"", ""20070163204823236360405130449380535288637928810088853408214152589828545808521""]",True,0,True,1,0,0,0,1,Yes,99.99998327212093,No,1.6727879071917826e-05,,
242355,Will the floor price of Bored Apes be below 40 ETH on April 27?,will-the-floor-price-of-bored-apes-be-below-40-eth-on-4272022,,,,,True,True,"[""Yes"", ""No""]","[""0.000001121932498909173718264189533065766"", ""0.9999988780675010908262817358104669""]",1721.27,50.01,2022-04-27,0,"[""43975405184494990945788173795247969068536825730960230418473207060301898504120"", ""74537680880248020479907317189834159138771301414670431050681872036268564649077""]",True,0,True,1,0,0,0,1,Yes,0.00011219324989091738,No,99.99988780675011,,
242356,Will the floor price of Bored Apes be above 150 ETH on April 25?,will-the-floor-price-of-bored-apes-be-above-150-eth-on-4252022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000009653747695724581181262980950086932"", ""0.999999034625230427541881873701905""]",3729.34,200.01,2022-04-25,0,"[""108782907789307033992508884048963775926808678346763826224805581325948382126064"", ""31918870499473539144054558552460642221926659740661841528225118198387597452807""]",True,0,True,1,0,0,0,1,Yes,9.653747695724581e-05,No,99.99990346252304,,
242358,Will the floor price of Mutant Apes be below 10 ETH on April 22?,will-the-floor-price-of-mutant-apes-be-below-10-eth-on-4222022,,,,,True,True,"[""Yes"", ""No""]","[""0.000001176772131039162645719902545780375"", ""0.9999988232278689608373542800974542""]",23430.31,50.01,2022-04-22,0,"[""74153519403403519870222013282388412057044997106715095705601889331666462951088"", ""24654497925559717459340460253609833206975599692661250709622583164798593481697""]",True,0,True,1,0,0,0,1,Yes,0.00011767721310391627,No,99.99988232278689,,
242360,"Will $ETH be above $3,000 on April 1, 2022?",will-the-price-of-1-eth-be-above-3000-on-april-1-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999997978165411508443028626144544"", ""0.0000002021834588491556971373855456065246""]",243065.41,172.51,2022-04-01,0,"[""42269524232705116623446148977021898660302653833459869844968066500036276313487"", ""26149880102341218449972694482570828464134615968319144209839820859525958303522""]",True,0,True,1,0,0,0,1,Yes,99.99997978165412,No,2.021834588491557e-05,,
242427,Will Joe Biden's FiveThirtyEight approval rating be 41.8% or higher on March 30?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt8-or-higher-on-march-30,,,,,True,True,"[""Yes"", ""No""]","[""0.0000009824781941690822072630979759921346"", ""0.999999017521805830917792736902024""]",13107.38,150,2022-03-30,0,"[""57485000377117140375769971639538828221323723968869730211599301035639082283020"", ""110670594945665656030210731552005762886282766208647398919466786358360621692463""]",True,0,True,1,0,0,0,1,Yes,9.824781941690822e-05,No,99.99990175218059,,
242451,Golf: Will Jordan Spieth win the 2022 Masters Tournament?,golf-will-jordan-spieth-win-the-2022-masters-tournament,,,,,True,True,"[""Yes"", ""No""]","[""0.0000008192751174034059740169046870829753"", ""0.9999991807248825965940259830953129""]",29920.7,200,2022-04-11,0,"[""21530244240080991195365918444708508455896657002880279087815251530441000563270"", ""4656078663977623556005075493873506365898965301044513356822589409374970022551""]",True,0,True,1,0,0,0,1,Yes,8.19275117403406e-05,No,99.99991807248826,,
242601,"Will $ETH be above $3,400 on April 8th, 2022?",will-eth-be-above-3400-on-april-8th-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000004175164880538547269622399784150852"", ""0.9999995824835119461452730377600216""]",559956.52,2.4,2022-04-08,0,"[""69443856004001360927952773541893045261797871557032945740596776231803668184584"", ""87874608908431522513106116035909434048244071405287601095087435574456750622040""]",True,0,True,1,0,0,0,1,Yes,4.1751648805385475e-05,No,99.99995824835119,,
242690,Will Joe Biden's FiveThirtyEight approval rating be 41.5% or higher on April 30?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt5-or-higher-on-april-30,,,,,True,True,"[""Yes"", ""No""]","[""0.9999994377377813813107248511663227"", ""0.0000005622622186186892751488336772650533""]",42114.06,200.12,2022-05-01,0,"[""63432903381799805680213539854552090100093450339344873656655776861550591853725"", ""39102927315663278991241238992314986330522857062074276636250159935062694766097""]",True,0,True,1,0,0,0,1,Yes,99.99994377377813,No,5.6226221861868924e-05,,
242832,Will the floor price of Azuki be 30 ETH or more on April 19?,will-the-floor-price-of-azuki-be-30-eth-or-more-on-april-19,,,,,True,True,"[""Yes"", ""No""]","[""0.0000006127017700722634869073257709877822"", ""0.999999387298229927736513092674229""]",23122.82,150,2022-04-19,0,"[""89794580338465701849964356171415784330767514946673696685200286697296071162833"", ""94694647678361487268750315821583256710379882880876157244503280678723080474""]",True,0,True,1,0,0,0,1,Yes,6.127017700722636e-05,No,99.99993872982299,,
242833,Will the floor price of Doodles be 17 ETH or more on April 17?,will-the-floor-price-of-doodles-be-17-eth-or-more-on-april-17,,,,,True,True,"[""Yes"", ""No""]","[""0.9999995232811491590818487213614605"", ""0.0000004767188508409181512786385394585478""]",58920.34,1087.74,2022-04-17,0,"[""3929777777645461779900163231456151208106326604813728962491354037260076790551"", ""103021806800121154851485874616221711276846174045353774703746767771008340126668""]",True,0,True,1,0,0,0,1,Yes,99.99995232811492,No,4.767188508409182e-05,,
243025,"Will $ETH be above $3,250 on April 13th, 2022?",will-eth-be-above-3250-on-april-13th-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.000000943781153979762867519672208946512"", ""0.9999990562188460202371324803277911""]",492023.14,12.98,2022-04-13,0,"[""60175408918806124029768062492494643540593912263076831085587309405020700896793"", ""103291202315903665401466743555733316095696998301687852782014676309098226429400""]",True,0,True,1,0,0,0,1,Yes,9.437811539797629e-05,No,99.9999056218846,,
243049,Will Ethereum's price have a 10% or more daily change on any day in April 2022?,will-ethereums-price-have-a-10-or-more-daily-change-on-any-day-in-april-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000007536450660944465345320111100791773"", ""0.9999992463549339055534654679888899""]",21249.95,150.03,2022-04-30,0,"[""52112311799962660656360044847726207418701349348866314086777074734310585825616"", ""23521650604706950907803423078708921513277701037978740267423074769092218201277""]",True,0,True,1,0,0,0,1,Yes,7.536450660944465e-05,No,99.99992463549339,,
243180,Will the floor price of CryptoPunks be below 65 ETH on April 21?,will-the-floor-price-of-cryptopunks-be-below-65-eth-on-april-21,,,,,True,True,"[""Yes"", ""No""]","[""0.9999992092889178260783497710404534"", ""0.0000007907110821739216502289595465718826""]",5459.96,150,2022-04-21,0,"[""13354490816078215461859449568722105981244754223392977414980765400478804802700"", ""67001784722769857030937006658201074071852779749520110385159022526131619032086""]",True,0,True,1,0,0,0,1,Yes,99.99992092889178,No,7.907110821739216e-05,,
243181,Will the floor price of Azuki be 25 ETH or more on April 22?,will-the-floor-price-of-azuki-be-25-eth-or-more-on-april-22,,,,,True,True,"[""Yes"", ""No""]","[""0.9999993137521174037283365288385197"", ""0.0000006862478825962716634711614803304822""]",7036.6,151.77,2022-04-22,0,"[""10764835434071982851610068010364999237244214270357548987950274419216389499998"", ""50230074749251491602473950377845871928601000820280791694695367681265816204838""]",True,0,True,1,0,0,0,1,Yes,99.99993137521173,No,6.862478825962717e-05,,
243182,Will the floor price of Bored Apes be 111 ETH or more on April 23?,will-the-floor-price-of-bored-apes-be-111-eth-or-more-on-april-23,,,,,True,True,"[""Yes"", ""No""]","[""0.9999992189691659480760163815900984"", ""0.0000007810308340519239836184099015949181""]",6657.37,150,2022-04-23,0,"[""49825766167753549805648148897089167608183057835810443330768645186060351752830"", ""37163537809876393233937342606306467908274372302437087116142725702683217346225""]",True,0,True,1,0,0,0,1,Yes,99.9999218969166,No,7.81030834051924e-05,,
243183,"Will $ETH be above $3,000 on April 20, 2022?",will-eth-be-above-3000-on-april-20-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999995752167321535792624683608663"", ""0.0000004247832678464207375316391336521366""]",974114.26,437.59,2022-04-20,0,"[""8327178800727704153348543618773452867753789529788200741171138968426629497179"", ""70373485722521106428019540363650992064875318591954521137073234782516874562046""]",True,0,True,1,0,0,0,1,Yes,99.99995752167321,No,4.247832678464207e-05,,
243230,Will the floor price of Doodles be 15 ETH or more on April 24?,will-the-floor-price-of-doodles-be-15-eth-or-more-on-april-24,,,,,True,True,"[""Yes"", ""No""]","[""0.000001345023913814338193273078272227763"", ""0.9999986549760861856618067269217278""]",8631.31,150,2022-04-24,0,"[""106796981581460407748348324612268991215461307747360061668653164061137525950367"", ""80152226638250774179724408747350178215128872411886142840557551213301127619889""]",True,0,True,1,0,0,0,1,Yes,0.00013450239138143382,No,99.99986549760862,,
243251,"Will the Ethereum Merge (EIP-3675) occur by October 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-october-1-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999988566509533139471145879124994"", ""0.000001143349046686052885412087500575622""]",622044.37,791.78,2022-10-01,0,"[""14407587149607649930148663675171068494265586931331224774282394443605115689380"", ""106312965725639963065012626780222052162524895406036255682293803400206316447336""]",True,0,True,1,0,0,0,1,Yes,99.99988566509533,No,0.00011433490466860528,,
243254,"Will the Ethereum Merge (EIP-3675) occur by January 1, 2023?",will-the-ethereum-merge-eip-3675-occur-by-january-1-2023,,,,,True,True,"[""Yes"", ""No""]","[""0.9999985330152650762667225139120039"", ""0.000001466984734923733277486087996054074""]",42357.14,179,2023-01-01,0,"[""29425865550255082529499646807608332131459262402215831496569085897835507084265"", ""112864256396290637636462145606391998085405315265805277236312118191304256685497""]",True,0,True,1,0,0,0,1,Yes,99.99985330152651,No,0.00014669847349237333,,
243455,Will the floor price of Moonbirds be 15 ETH or more on April 27?,will-the-floor-price-of-moonbirds-be-15-eth-or-more-on-april-27,,,,,True,True,"[""Yes"", ""No""]","[""0.9999997596960692477930984954587552"", ""0.0000002403039307522069015045412448001661""]",24229.65,50.03,2022-04-27,0,"[""26645869566663420696687238590260515413749621370519541865501518435034522895845"", ""4306057428913709756623549706778046252921223584066846493193083183396546258062""]",True,0,True,1,0,0,0,1,Yes,99.99997596960692,No,2.4030393075220687e-05,,
243511,"Will $ETH be above $3,100 on April 28, 2022?",will-eth-be-above-3100-on-april-28-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000005059881156731383933938062854347843"", ""0.9999994940118843268616066061937146""]",346735.83,151.88,2022-04-28,0,"[""43818026119826022791851984525815575454227644743019288028877756361517989387681"", ""79013746446153241998670617040111770882675941281591655545284429843633078389245""]",True,0,True,1,0,0,0,1,Yes,5.0598811567313846e-05,No,99.99994940118843,,
243579,"Will $ETH be above $3,000 on May 1, 2022?",will-eth-be-above-3000-on-may-1-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000006150549988582638349883682875740289"", ""0.9999993849450011417361650116317124""]",397200.12,163.91,2022-05-01,0,"[""28040172867135208259815215394549117436898118199414515865465689383842807810609"", ""18533904261472491431601501527468626271264372450418836218047308216148914935472""]",True,0,True,1,0,0,0,1,Yes,6.150549988582638e-05,No,99.99993849450011,,
243591,"Will the floor price of Moonbirds be 30 ETH or more on May 15, 2022?",will-the-floor-price-of-moonbirds-be-30-eth-or-more-on-may-15-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000002736999369580926421887263682918711"", ""0.9999997263000630419073578112736317""]",65424.61,162.7,2022-05-15,0,"[""84289179173399740871037834973825998671902685840395394565350208750320365015190"", ""36217139063986417970979104594109711065157720290475157823396080134896805099356""]",True,0,True,1,0,0,0,1,Yes,2.7369993695809263e-05,No,99.99997263000631,,
243831,Will the floor price of Bored Apes be above 135 ETH on May 5?,will-the-floor-price-of-bored-apes-be-above-135-eth-on-may-5,,,,,True,True,"[""Yes"", ""No""]","[""0.000001306820780167584208725787641269522"", ""0.9999986931792198324157912742123587""]",13537.26,117.14,2022-05-05,0,"[""60093574457396638011351575362152136954512704137995339316039039569918875966993"", ""95519095836285060355850350176709517235604227405753859313011587522538173648302""]",True,0,True,1,0,0,0,1,Yes,0.0001306820780167584,No,99.99986931792199,,
243951,"Will $ETH be above $2,900 on May 7, 2022?",will-eth-be-above-2900-on-may-7-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000005205254817045429154901308956139015"", ""0.9999994794745182954570845098691044""]",342493.65,5.92,2022-05-07,0,"[""68793734096042096951200836709314958369033686135129276287365721025204964372090"", ""94101456488261690810107083795714115552292224070756906072677124262101315920016""]",True,0,True,1,0,0,0,1,Yes,5.205254817045429e-05,No,99.99994794745183,,
243993,Will Bitcoin or Ethereum perform better in May 2022?,will-bitcoin-or-ethereum-perform-better-in-may-2022,,,,,True,True,"[""Bitcoin"", ""Ethereum""]","[""0.9999993714520162108532600026429543"", ""0.0000006285479837891467399973570457134837""]",4941.31,327.88,2022-06-01,0,"[""103806100966359094249152671282000205145317388235399038929151100141110499392867"", ""98007253107967482540444732521220701957534145706734004929797079782010886739849""]",True,0,True,1,0,0,0,1,Bitcoin,99.99993714520163,Ethereum,6.285479837891467e-05,,
244024,Will Joe Biden's FiveThirtyEight approval rating be 42.0% or higher on May 18?,will-joe-bidens-fivethirtyeight-approval-rating-be-42pt0-or-higher-on-may-18,,,,,True,True,"[""Yes"", ""No""]","[""0.0000004683379557579711423385542783495721"", ""0.9999995316620442420288576614457217""]",16522.37,90.43,2022-05-18,0,"[""31068678678761949007745633799192142920304454809486319843698455226770867724002"", ""45836747875619799437421778735695588161252588366084599573278184600867759230699""]",True,0,True,1,0,0,0,1,Yes,4.683379557579711e-05,No,99.99995316620442,,
244161,BAYC Metaverse: Will the floor price of Otherdeed be above 3.5 ETH on May 9?,bayc-metaverse-will-the-floor-price-of-otherdeed-be-above-3pt5-eth-on-may-9,,,,,True,True,"[""Yes"", ""No""]","[""0.000000009327177243304137570186450679758578"", ""0.9999999906728227566958624298135493""]",18294.15,0.1,2022-05-09,0,"[""20074941855131502595706133405323278298847995285788621730195321842987443850488"", ""53469466472122919534593039871036190965390634242799075856979239033733749045265""]",True,0,True,1,0,0,0,1,Yes,9.327177243304138e-07,No,99.99999906728227,,
244166,UFC 274: Who will win - Charles Oliveira or Justin Gaethje?,ufc-274-who-will-win-charles-oliveira-or-justin-gaethje,,,,,True,True,"[""Oliveira"", ""Gaethje""]","[""0.9999993434056869711400781418695892"", ""0.000000656594313028859921858130410752988""]",12454.1,97.88,2022-05-07,0,"[""36737680722485291824841662066205562878830480188666338343250250196048565468275"", ""37332229977649892290109886888442619459128989245479975530562026500863673156010""]",True,0,True,1,0,0,0,1,Oliveira,99.9999343405687,Gaethje,6.565943130288599e-05,,
244303,"Will $ETH be above $2,700 on May 14, 2022?",will-eth-be-above-2700-on-may-14-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.0000002664293873463197238376361205924346"", ""0.9999997335706126536802761623638794""]",424266.09,75.5,2022-05-14,0,"[""59139057626602629776362328761643381547281901836600382435525453740225438866066"", ""16877794579505672903404241672943722414110372432940172074069199799431060097715""]",True,0,True,1,0,0,0,1,Yes,2.6642938734631973e-05,No,99.99997335706126,,
244364,Will Ethereum's (ETH) price have a 10% or more daily change on any day in May 2022?,will-ethereums-eth-price-have-a-10-or-more-daily-change-on-any-day-in-may-2022,,,,,True,True,"[""Yes"", ""No""]","[""0.9999997019147674180086969223781268"", ""0.0000002980852325819913030776218732017797""]",4159.97,81.84,2022-05-07,0,"[""28555544096200446191966913846162237472649543607782326429654583961770466530858"", ""102923173894368028294651772014246806850243368714949175006310861216574993301098""]",True,0,True,1,0,0,0,1,Yes,99.99997019147673,No,2.9808523258199133e-05,,
244367,Will the floor price of Azuki be 26 ETH or more on May 15?,will-the-floor-price-of-azuki-be-26-eth-or-more-on-may-15,,,,,True,True,"[""Yes"", ""No""]","[""0.0000008476049450847227636974780549395568"", ""0.9999991523950549152772363025219451""]",776.42,125.02,2022-05-15,0,"[""58741547851416372419251572862766388943490860543450617689252121671519131212990"", ""89836351896659669913583844735833282311795440026034701550406500551464343187755""]",True,0,True,1,0,0,0,1,Yes,8.476049450847228e-05,No,99.99991523950548,,
244368,Will the floor price of Bored Apes be above 110 ETH on May 19?,will-the-floor-price-of-bored-apes-be-above-110-eth-on-may-19,,,,,True,True,"[""Yes"", ""No""]","[""0.0000005776713282930645272006526109747033"", ""0.999999422328671706935472799347389""]",2669.66,100.42,2022-05-19,0,"[""18588156097297286872392426087008733190112533351196923703918677043755692205114"", ""80968061072180314717674763077263753876000319149344826239884867305053713214422""]",True,0,True,1,0,0,0,1,Yes,5.776713282930646e-05,No,99.99994223286717,,
244369,Will the floor price of Doodles be 22 ETH or more on May 17?,will-the-floor-price-of-doodles-be-22-eth-or-more-on-may-17,,,,,True,True,"[""Yes"", ""No""]","[""0.0000002442974280969050498115781705851557"", ""0.9999997557025719030949501884218294""]",3775.63,48.53,2022-05-17,0,"[""16625343876124713639535583403833900151673438734258888746312010191366650389643"", ""113943913968246274243240527972917537088466051191345623657112125822151883012388""]",True,0,True,1,0,0,0,1,Yes,2.4429742809690503e-05,No,99.99997557025719,,
244592,Will $ETH be above $2500 on May 20?,will-eth-be-above-2500-on-may-20,,,,,True,True,"[""Yes"", ""No""]","[""0.000001116375229583682896946601830649354"", ""0.9999988836247704163171030533981694""]",7671.92,125.01,2022-05-20,0,"[""78728121035415763901873516688528287786080615413236187824497306850891573148027"", ""31421065260438846191587009838017082028252632778977787826245321997071482862825""]",True,0,True,1,0,0,0,1,Yes,0.00011163752295836829,No,99.99988836247704,,
244593,Will the Otherdeed floor price be above 3 ETH on May 20?,will-the-otherdeed-floor-price-be-above-3-eth-on-may-20,,,,,True,True,"[""Yes"", ""No""]","[""0.9999997308011810201763013955485384"", ""0.0000002691988189798236986044514616289278""]",9172.69,179.09,2022-05-20,0,"[""81621645021379813533800074840730147783687830969946713207205509904553996943671"", ""94883049047520011155005258122283454268001026922688773794060121251790934907890""]",True,0,True,1,0,0,0,1,Yes,99.9999730801181,No,2.691988189798237e-05,,
244596,"Will $ETH hit $3,000 or $2,000 first?",will-eth-hit-3000-or-2000-first,,,,,True,True,"[""$3,000"", ""$2,000""]","[""0.0000006509327123658069549398760497125355"", ""0.9999993490672876341930450601239503""]",38816.08,125.05,2022-05-10,0,"[""32834179245000157395843001072627234267882526516336670240911499723330233937768"", ""80779111201521286432528863153831007352305887996634459560926018747093304868951""]",True,0,True,1,0,0,0,1,"$3,000",6.509327123658069e-05,"$2,000",99.99993490672875,,
244626,Will Tether (USDT) fall below 98 cents by July 30?,will-tether-usdt-fall-below-98-cents-by-july-30,,,,,True,True,"[""Yes"", ""No""]","[""0.00008899052294245130448786663413522615"", ""0.9999110094770575486955121333658648""]",476792.27,657.79,2022-07-31,0,"[""78623884695774685559043350487619556751691211516183585714511612341392262005226"", ""8859459030959255425706744383975942034242953212156830378391020731566464592407""]",True,0,True,1,0,0,0,1,Yes,0.008899052294245131,No,99.99110094770576,,
244627,Will the floor price of CryptoPunks be above 52 ETH on May 26?,will-the-floor-price-of-cryptopunks-be-above-52-eth-on-may-26,,,,,True,True,"[""Yes"", ""No""]","[""0.0000006409433133298573599831947465182893"", ""0.9999993590566866701426400168052535""]",4402.53,95.09,2022-05-26,0,"[""90341196054386660655945274503073952529516315516107769930273510682110046609209"", ""57603341301704056140268200524136500932542534769910193016141589805305345445479""]",True,0,True,1,0,0,0,1,Yes,6.409433133298573e-05,No,99.99993590566866,,
244628,Will the floor price of Bored Apes be above 100 ETH on May 25?,will-the-floor-price-of-bored-apes-be-above-100-eth-on-may-25,,,,,True,True,"[""Yes"", ""No""]","[""0.0000002480700839605602668714251239681903"", ""0.999999751929916039439733128574876""]",7201.15,125.87,2022-05-25,0,"[""105506412853062876317873366320671378567562171519754373372178244222953116423904"", ""111712618878212796076642073543670154848062108001623803935438801553425995944114""]",True,0,True,1,0,0,0,1,Yes,2.4807008396056025e-05,No,99.99997519299161,,
244677,"Will $ETH be above $2,000 on May 20?",will-eth-be-above-2000-on-may-20,,,,,True,True,"[""Yes"", ""No""]","[""0.0000005661996039289521658414383099092429"", ""0.9999994338003960710478341585616901""]",220239.19,1.75,2022-05-20,0,"[""59687713864482534847558273802373612512089591205511575418743730016591799252639"", ""49821238324697677138653205462893351398068996794515861380782257824501062111388""]",True,0,True,1,0,0,0,1,Yes,5.661996039289522e-05,No,99.9999433800396,,
244920,Will Joe Biden's FiveThirtyEight approval rating be 41.5% or higher on May 28?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt5-or-higher-on-may-28,,,,,True,True,"[""Yes"", ""No""]","[""0.000000842014391035500193795595985230949"", ""0.9999991579856089644998062044040148""]",19308.77,125.07,2022-05-29,0,"[""85574510385410013086597678471824216589853265024941907756082233167279488727197"", ""51831999053360791356426055615721601345452557876201175627478926033500174710306""]",True,0,True,1,0,0,0,1,Yes,8.420143910355002e-05,No,99.9999157985609,,
245033,"Will $ETH be above $2,000 on May 27?",will-eth-be-above-2000-on-may-27,,,,,True,True,"[""Yes"", ""No""]","[""0.0000002670373005768075340183680551232821"", ""0.9999997329626994231924659816319449""]",801754.44,100.2,2022-05-27,0,"[""3064034140888058142650876580982997576166449578875732109693170992884929693162"", ""91353353070338697837100904403444080889990228538583495695997566820124621358180""]",True,0,True,1,0,0,0,1,Yes,2.6703730057680757e-05,No,99.99997329626994,,
245257,Will the Otherdeed floor price be above 3.5 ETH on June 6?,will-the-otherdeed-floor-price-be-above-3pt5-eth-on-june-6,,,,,True,True,"[""Yes"", ""No""]","[""0.0000005226664758850199293432427837821666"", ""0.9999994773335241149800706567572162""]",1270.53,100.01,2022-06-06,0,"[""76481333286661629629372605400394089487002419208635301157303042711816744877444"", ""95310199405793899856797029022749102012400092313184516545174319550179787434372""]",True,0,True,1,0,0,0,1,Yes,5.2266647588502e-05,No,99.99994773335241,,
245277,Will the floor price of Bored Apes be above 93 ETH on May 30th? ,will-the-floor-price-of-bored-apes-be-above-93-eth-on-may-30th,,,,,True,True,"[""Yes"", ""No""]","[""0.0000001994299704944641954023933517967573"", ""0.9999998005700295055358045976066482""]",4990.71,90.03,2022-05-30,0,"[""91549365035730077829011650956640302722570227752642994310523263043481668867648"", ""91411520760079313863668116722905239456842513496884313865238128203039230621772""]",True,0,True,1,0,0,0,1,Yes,1.994299704944642e-05,No,99.99998005700294,,
245419,Will the floor price of Goblintowns be above 1 ETH on June 3?,will-the-floor-price-of-goblintowns-be-above-1-eth-on-june-3,,,,,True,True,"[""Yes"", ""No""]","[""0.9999995565864236096324132208115723"", ""0.0000004434135763903675867791884277385041""]",35752.48,1106.47,2022-06-03,0,"[""49390982705874852535634486252554908563927301063537639213706735431208992814999"", ""105229789596055139642312437023580834071451334083257864268060410302750133921896""]",True,0,True,1,0,0,0,1,Yes,99.99995565864236,No,4.434135763903676e-05,,
245570,"Will $ETH be above $1,800 on June 3?",will-eth-be-above-1800-on-june-3,,,,,True,True,"[""Yes"", ""No""]","[""0.0000004579394251219234583220172476901256"", ""0.9999995420605748780765416779827523""]",489080.65,115.46,2022-06-03,0,"[""75555333706264941936553063660293701498453390180684134531442177688550641028939"", ""5382291575024037373358761783289898761804719153218285917984746951996171749392""]",True,0,True,1,0,0,0,1,Yes,4.579394251219235e-05,No,99.99995420605748,,
245571,"Will $ETH hit $1,500 or $2,500 first?",will-eth-hit-1500-or-2500-first,,,,,True,True,"[""$1,500"", ""$2,500""]","[""0.9999994998942484766390115847971153"", ""0.0000005001057515233609884152028846822673""]",57189.01,1917.89,2023-01-01,0,"[""2756527665308973214585025852470436252999318846077108730490155697606087734219"", ""60908522811650788592280624142967463629506321519540770940692731047312094617831""]",True,0,True,1,0,0,0,1,"$1,500",99.99994998942485,"$2,500",5.00105751523361e-05,,
245878,Will the floor price of goblintown.wtf be above 2 ETH on June 13?,will-the-floor-price-of-goblintownwtf-be-above-2-eth-on-june-13,,,,,True,True,"[""Yes"", ""No""]","[""0.9999992279109424256616805630495737"", ""0.0000007720890575743383194369504263098006""]",18274.78,100.3,2022-06-13,0,"[""65120787760861294119767261616525924515937512642583727122494917747321136587020"", ""53876990462784220620294741948045265197005823628369927702800119503237283147342""]",True,0,True,1,0,0,0,1,Yes,99.99992279109424,No,7.720890575743383e-05,,
246215,"Will $ETH be above $1,800 on June 10?",will-eth-be-above-1800-on-june-10,,,,,True,True,"[""Yes"", ""No""]","[""0.0000004250957866121054244035861548845301"", ""0.9999995749042133878945755964138451""]",620531.25,105.79,2022-06-10,0,"[""39037479907215977554370387132812583420658804226827048988269979343677835333257"", ""25280045750501195105278101450575829604104052582793514197364810607395216566276""]",True,0,True,1,0,0,0,1,Yes,4.2509578661210544e-05,No,99.99995749042134,,
246497,Will the floor price of goblintown.wtf be above 5 ETH on June 13?,will-the-floor-price-of-goblintownwtf-be-above-5-eth-on-june-13,,,,,True,True,"[""Yes"", ""No""]","[""0.000001955987124213574817810937195420445"", ""0.9999980440128757864251821890628046""]",6885.03,145.21,2022-06-13,0,"[""22369252081714513174547425734876437193393010266237949058872808689634348471802"", ""75666207012321137383173239322033025817221832474184973344706786942448624961423""]",True,0,True,1,0,0,0,1,Yes,0.0001955987124213575,No,99.99980440128759,,
246499,Will the floor price of 'We Are All Going to Die' be above 1 ETH on June 14?,will-the-floor-price-of-we-are-all-going-to-die-be-above-1-eth-on-june-14,,,,,True,True,"[""Yes"", ""No""]","[""0.000001461409341154737932061354368083683"", ""0.9999985385906588452620679386456319""]",3722.44,100.02,2022-06-14,0,"[""63253258233638250203083466141721075863258242650441661724968074864875190580239"", ""21354840919309300110694941759700305662541168477192819048996450259295160240704""]",True,0,True,1,0,0,0,1,Yes,0.00014614093411547378,No,99.99985385906588,,
